record_type,unique_system_identifier,uls_file_number,ebf_number,call_sign,frequency_action_performed,location_number,antenna_number,class_station_code,op_altitude_code,frequency_assigned,frequency_upper_band,frequency_carrier,time_begin_operations,time_end_operations,power_output,power_erp,tolerance,frequency_ind,status,eirp,transmitter_make,transmitter_model,auto_transmitter_power_control,cnt_mobile_units,cnt_mob_pagers,freq_seq_id,status_code,status_date,date_first_used
FR,1773746,,,KIU682,,4,1,FB,,160.32000000,,,,,45.000,65.000,,,,,,,,1,,2,,,12/09/1988
FR,1773746,,,KIU682,,4,1,FB,,160.78500000,,,,,45.000,65.000,,,,,,,,1,,3,,,12/09/1988
FR,1773746,,,KIU682,,4,1,FB,,161.14500000,,,,,45.000,65.000,,,,,,,,1,,4,,,05/09/2018
FR,1773746,,,KIU682,,4,1,FB,,161.23500000,,,,,45.000,64.000,,,,,,,,1,,5,,,05/09/2018
FR,1773746,,,KIU682,,4,1,FB,,161.35500000,,,,,45.000,65.000,,,,,,,,1,,6,,,05/09/2018
FR,1773746,,,KIU682,,5,1,FB,,160.23000000,,,,,45.000,109.000,,,,,,,,1,,1,,,12/09/1988
FR,1773746,,,KIU682,,5,1,FB,,160.32000000,,,,,45.000,109.000,,,,,,,,1,,2,,,12/09/1988
FR,1773746,,,KIU682,,5,1,FB,,160.78500000,,,,,45.000,109.000,,,,,,,,1,,3,,,12/09/1988
FR,1773746,,,KIU682,,5,1,FB,,161.14500000,,,,,45.000,109.000,,,,,,,,1,,4,,,05/09/2018
FR,1773746,,,KIU682,,5,1,FB,,161.23500000,,,,,45.000,109.000,,,,,,,,1,,5,,,05/09/2018
FR,1773746,,,KIU682,,5,1,FB,,161.35500000,,,,,45.000,109.000,,,,,,,,1,,6,,,05/09/2018
FR,1806035,,,WPNS951,,2,1,FB,,160.56000000,,,,,65.000,230.000,,,,,,,,1,,1,,,06/02/1999
FR,1806035,,,WPNS951,,3,1,FB,,160.80000000,,,,,40.000,77.000,,,,,,,,1,,1,,,06/02/1999
FR,1816223,,,WPPC544,,1,1,FB6,,461.60000000,,,,,100.000,35.000,,,,,,,,1,,3,,,10/20/1999
FR,1816223,,,WPPC544,,1,1,FB6,,150.96500000,,,,,100.000,35.000,,,,,,,,1,,1,,,10/20/1999
FR,1816223,,,WPPC544,,1,1,FB6,,153.44000000,,,,,100.000,35.000,,,,,,,,1,,2,,,10/20/1999
FR,1816223,,,WPPC544,,2,1,FB6,,464.75000000,,,,,100.000,250.000,,,,,,,,1,,1,,,10/20/1999
FR,1816223,,,WPPC544,,3,1,FX1,,157.47000000,,,,,40.000,40.000,,,,,,,,10,,1,,,10/20/1999
FR,1816223,,,WPPC544,,3,1,FX1,,159.79500000,,,,,40.000,40.000,,,,,,,,10,,2,,,10/20/1999
FR,1816223,,,WPPC544,,3,1,FX1,,466.60000000,,,,,40.000,40.000,,,,,,,,10,,3,,,10/20/1999
FR,1816223,,,WPPC544,,3,1,FX1,,469.75000000,,,,,40.000,40.000,,,,,,,,10,,4,,,10/20/1999
FR,1816223,,,WPPC544,,4,1,MO,,159.79500000,,,,,40.000,40.000,,,,,,,,100,,4,,,10/20/1999
FR,1816223,,,WPPC544,,4,1,MO,,150.96500000,,,,,40.000,40.000,,,,,,,,100,,1,,,10/20/1999
FR,1816223,,,WPPC544,,4,1,MO,,153.44000000,,,,,40.000,40.000,,,,,,,,100,,2,,,10/20/1999
FR,1816223,,,WPPC544,,4,1,MO,,157.47000000,,,,,40.000,40.000,,,,,,,,100,,3,,,10/20/1999
FR,1816223,,,WPPC544,,4,1,MO,,461.60000000,,,,,40.000,40.000,,,,,,,,100,,5,,,10/20/1999
FR,1816223,,,WPPC544,,4,1,MO,,466.60000000,,,,,40.000,40.000,,,,,,,,100,,6,,,10/20/1999
FR,1816223,,,WPPC544,,5,1,MO,,464.75000000,,,,,40.000,40.000,,,,,,,,100,,1,,,10/20/1999
FR,1816223,,,WPPC544,,5,1,MO,,469.75000000,,,,,40.000,40.000,,,,,,,,100,,2,,,10/20/1999
FR,1823878,,,WPQC357,,1,1,FB6,,159.70500000,,,,,110.000,41.000,,,,,,,,1,,2,,,11/08/2000
FR,1823878,,,WPQC357,,1,1,FB6,,159.52500000,,,,,110.000,41.000,,,,,,,,1,,1,,,11/08/2000
FR,1823878,,,WPQC357,,1,1,FB6,,159.93000000,,,,,110.000,41.000,,,,,,,,1,,3,,,11/08/2000
FR,1823878,,,WPQC357,,2,1,FX1,,153.33500000,,,,,40.000,40.000,,,,,,,,6,,1,,,05/18/2000
FR,1823878,,,WPQC357,,2,1,FX1,,153.54500000,,,,,40.000,,,,,,,,,6,,2,,,05/18/2000
FR,1823878,,,WPQC357,,2,1,FX1,,153.68000000,,,,,40.000,40.000,,,,,,,,6,,3,,,05/18/2000
FR,1823878,,,WPQC357,,3,1,MO,,153.33500000,,,,,40.000,40.000,,,,,,,,100,,1,,,11/08/2000
FR,1823878,,,WPQC357,,3,1,MO,,153.54500000,,,,,40.000,40.000,,,,,,,,100,,2,,,11/08/2000
FR,1823878,,,WPQC357,,3,1,MO,,153.68000000,,,,,40.000,40.000,,,,,,,,100,,3,,,11/08/2000
FR,1834768,,,KLG496,,1,1,FB,,160.23000000,,,,,40.000,96.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,1,1,FB,,160.32000000,,,,,40.000,96.000,,,,,,,,1,,2,,,10/26/1994
FR,1834768,,,KLG496,,1,1,FB,,160.78500000,,,,,40.000,96.000,,,,,,,,1,,3,,,10/26/1994
FR,1834768,,,KLG496,,1,1,FB,,161.40000000,,,,,40.000,96.000,,,,,,,,1,,4,,,08/13/1998
FR,1834768,,,KLG496,,1,1,FB,,160.47000000,,,,,35.000,70.000,,,,,,,,1,,5,,,01/25/2018
FR,1834768,,,KLG496,,1,1,FB,,160.48500000,,,,,35.000,70.000,,,,,,,,1,,6,,,01/25/2018
FR,1834768,,,KLG496,,1,1,FB,,160.87500000,,,,,35.000,70.000,,,,,,,,1,,7,,,01/25/2018
FR,1834768,,,KLG496,,2,1,FB,,160.23000000,,,,,75.000,75.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,2,1,FB,,160.53000000,,,,,75.000,75.000,,,,,,,,1,,2,,,10/26/1994
FR,1834768,,,KLG496,,2,1,FB,,161.16000000,,,,,75.000,75.000,,,,,,,,1,,3,,,10/26/1994
FR,1834768,,,KLG496,,3,1,FB,,160.78500000,,,,,45.000,33.000,,,,,,,,1,,2,,,10/26/1994
FR,1834768,,,KLG496,,3,1,FB,,160.23000000,,,,,45.000,33.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,3,1,FB,,161.10000000,,,,,45.000,33.000,,,,,,,,1,,3,,,10/26/1994
FR,1834768,,,KLG496,,4,1,FB,,160.23000000,,,,,45.000,120.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,4,1,FB,,160.32000000,,,,,45.000,120.000,,,,,,,,1,,2,,,10/26/1994
FR,1834768,,,KLG496,,4,1,FB,,160.53000000,,,,,45.000,120.000,,,,,,,,1,,3,,,10/26/1994
FR,1834768,,,KLG496,,4,1,FB,,160.78500000,,,,,45.000,120.000,,,,,,,,1,,4,,,10/26/1994
FR,1834768,,,KLG496,,4,1,FB,,161.40000000,,,,,45.000,120.000,,,,,,,,1,,5,,,08/13/1998
FR,1834768,,,KLG496,,5,1,FB,,160.78500000,,,,,75.000,127.000,,,,,,,,1,,3,,,10/26/1994
FR,1834768,,,KLG496,,5,1,FB,,160.23000000,,,,,75.000,127.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,5,1,FB,,160.32000000,,,,,75.000,127.000,,,,,,,,1,,2,,,10/26/1994
FR,1834768,,,KLG496,,6,1,FB,,160.23000000,,,,,45.000,36.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,6,1,FB,,160.32000000,,,,,45.000,36.000,,,,,,,,1,,2,,,10/26/1994
FR,1834768,,,KLG496,,6,1,FB,,160.47000000,,,,,35.000,70.000,,,,,,,,1,,3,,,01/25/2018
FR,1834768,,,KLG496,,6,1,FB,,160.87500000,,,,,35.000,70.000,,,,,,,,1,,4,,,01/25/2018
FR,1834768,,,KLG496,,6,1,FB,,160.48500000,,,,,35.000,70.000,,,,,,,,1,,5,,,01/25/2018
FR,1834768,,,KLG496,,6,2,FB,,160.78500000,,,,,45.000,36.000,,,,,,,,1,,1,,,10/26/1994
FR,1834768,,,KLG496,,6,2,FB,,161.40000000,,,,,45.000,36.000,,,,,,,,1,,2,,,08/13/1998
FR,1845304,,,KCD952,,1,1,FB,,151.49000000,,,,,100.000,100.000,,,,,,,,1,,1,,,01/13/1995
FR,1845304,,,KCD952,,2,1,MO,,151.49000000,,,,,100.000,,,,,,,,,25,,1,,,01/13/1995
FR,1861958,,,WNGS798,,1,1,FB,,152.93000000,,,,,25.000,97.000,,,,,,,,1,,1,,,08/26/1986
FR,1861958,,,WNGS798,,2,1,MOI,,151.50500000,,,,,25.000,25.000,,,,,,,,10,,1,,,08/26/1986
FR,1861958,,,WNGS798,,3,1,MO,,152.93000000,,,,,25.000,25.000,,,,,,,,10,,1,,,08/26/1986
FR,1881482,,,KBJ391,,1,1,FBC,,153.65000000,,,,,110.000,265.000,,,,,,,,1,,1,,,07/31/1991
FR,1881482,,,KBJ391,,2,1,MO,,153.65000000,,,,,110.000,,,,,,,,,20,,1,,,07/31/1991
FR,1889840,,,WFB509,,1,1,FB2,,153.41000000,,,,,100.000,100.000,,,,,,,,1,30,1,,,09/14/1990
FR,1889840,,,WFB509,,2,1,FB,,153.41000000,,,,,30.000,30.000,,,,,,,,1,30,1,,,09/14/1990
FR,1889840,,,WFB509,,2,1,FB,,158.22000000,,,,,30.000,30.000,,,,,,,,1,30,2,,,09/14/1990
FR,1889840,,,WFB509,,3,1,FB,,153.41000000,,,,,30.000,30.000,,,,,,,,1,30,1,,,09/14/1990
FR,1889840,,,WFB509,,3,1,FB,,158.22000000,,,,,30.000,30.000,,,,,,,,1,30,2,,,09/14/1990
FR,1889840,,,WFB509,,4,1,MO3,,451.08750000,,,,,2.000,2.000,,,,,,,,60,,3,,,09/14/1990
FR,1889840,,,WFB509,,4,1,MO,,153.41000000,,,,,30.000,30.000,,,,,,,,60,,1,,,09/14/1990
FR,1889840,,,WFB509,,4,1,MO,,158.22000000,,,,,30.000,30.000,,,,,,,,60,,2,,,09/14/1990
FR,1889840,,,WFB509,,4,1,MO,,451.08750000,,,,,2.500,2.500,,,,,,,,60,,4,,,09/14/1990
FR,1897144,,,WPKH219,,1,1,FB,,159.73500000,,,,,100.000,85.000,,,,,,,,1,,1,,,02/19/1997
FR,1897144,,,WPKH219,,3,1,MO,,159.73500000,,,,,100.000,100.000,,,,,,,,20,,1,,,02/19/1997
FR,1915810,,,KIW419,,1,1,FB,,160.95000000,,,,,50.000,150.000,,,,,,,,1,,2,,,02/01/2005
FR,1915810,,,KIW419,,1,1,FB,,160.24500000,,,,,50.000,150.000,,,,,,,,1,,3,,,02/08/2017
FR,1916055,,,KLM673,,1,1,FB,,160.44000000,,,,,50.000,150.000,,,,,,,,1,,1,,,12/17/1986
FR,1916055,,,KLM673,,1,1,FB,,161.07000000,,,,,50.000,150.000,,,,,,,,1,,2,,,08/13/2009
FR,1916055,,,KLM673,,1,1,FB,,160.95000000,,,,,50.000,150.000,,,,,,,,1,,3,,,02/23/2011
FR,1916055,,,KLM673,,1,1,FB,,160.24500000,,,,,50.000,150.000,,,,,,,,1,,4,,,02/06/2017
FR,1916521,,,KNIC421,,1,1,FB,,160.23000000,,,,,5.000,4.500,,,,,,,,1,,1,,,04/22/1988
FR,1916521,,,KNIC421,,2,1,FB,,160.23000000,,,,,5.000,4.500,,,,,,,,1,,1,,,04/22/1988
FR,1916521,,,KNIC421,,3,1,FB,,160.23000000,,,,,5.000,4.500,,,,,,,,1,,1,,,04/22/1988
FR,1916521,,,KNIC421,,4,1,FB,,160.23000000,,,,,75.000,75.000,,,,,,,,1,,1,,,04/22/1988
FR,1916522,,,KNIC422,,1,1,FB,,160.23000000,,,,,5.000,4.500,,,,,,,,1,,1,,,12/01/1988
FR,1916522,,,KNIC422,,2,1,FB,,160.23000000,,,,,5.000,4.500,,,,,,,,1,,1,,,12/01/1988
FR,1916522,,,KNIC422,,3,1,FB,,160.23000000,,,,,5.000,4.500,,,,,,,,1,,1,,,12/01/1988
FR,1916684,,,KNNN858,,1,1,FB,,161.26500000,,,,,45.000,125.000,,,,,,,,1,,1,,,03/14/1996
FR,1916684,,,KNNN858,,1,2,FB,,160.23000000,,,,,45.000,160.000,,,,,,,,1,,1,,,03/14/1996
FR,1916684,,,KNNN858,,1,2,FB,,160.32000000,,,,,45.000,160.000,,,,,,,,1,,2,,,03/14/1996
FR,1916684,,,KNNN858,,1,2,FB,,160.78500000,,,,,45.000,160.000,,,,,,,,1,,3,,,03/14/1996
FR,1916684,,,KNNN858,,1,2,FB,,161.52000000,,,,,45.000,160.000,,,,,,,,1,,4,,,03/14/1996
FR,1918157,,,WNNA256,,1,1,FB,,160.95000000,,,,,30.000,30.000,,,,,,,,1,,2,,,08/19/1991
FR,1918157,,,WNNA256,,2,1,FB,,160.95000000,,,,,30.000,30.000,,,,,,,,1,,2,,,08/19/1991
FR,1918157,,,WNNA256,,3,1,FB,,160.95000000,,,,,30.000,30.000,,,,,,,,1,,2,,,08/19/1991
FR,1918157,,,WNNA256,,4,1,FB,,160.95000000,,,,,30.000,30.000,,,,,,,,1,,2,,,08/19/1991
FR,1918157,,,WNNA256,,5,1,FB,,161.19000000,,,,,30.000,30.000,,,,,,,,1,,2,,,08/19/1991
FR,1918157,,,WNNA256,,5,1,FB,,160.48500000,,,,,30.000,30.000,,,,,,,,1,,3,,,02/15/2017
FR,1940989,,,WPRT744,,1,1,FB2,,461.08750000,,,,,2.000,10.000,,,,,,,,1,,1,,,01/25/2001
FR,1940989,,,WPRT744,,2,1,FB2,,461.93750000,,,,,2.000,10.000,,,,,,,,1,,1,,,01/25/2001
FR,1940989,,,WPRT744,,3,1,FB2,,463.43750000,,,,,25.000,30.000,,,,,,,,1,,2,,,03/09/2009
FR,1940989,,,WPRT744,,4,1,MO,,460.66250000,,,,,2.000,,,,,,,,,200,,1,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,460.68750000,,,,,2.000,,,,,,,,,200,,2,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,460.71250000,,,,,2.000,,,,,,,,,200,,3,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,460.73750000,,,,,2.000,,,,,,,,,200,,4,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,460.76250000,,,,,2.000,,,,,,,,,200,,5,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,460.77500000,,,,,2.000,2.000,,,,,,,,200,,6,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,461.03750000,,,,,2.000,,,,,,,,,200,,7,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,461.91250000,,,,,2.000,,,,,,,,,200,,8,,,01/25/2001
FR,1940989,,,WPRT744,,4,1,MO,,465.85000000,,,,,2.000,2.000,,,,,,,,200,,9,,,01/25/2001
FR,1940989,,,WPRT744,,5,1,MO,,466.08750000,,,,,2.000,,,,,,,,,60,,1,,,01/25/2001
FR,1940989,,,WPRT744,,6,1,MO,,466.93750000,,,,,2.000,,,,,,,,,30,,1,,,01/25/2001
FR,1940989,,,WPRT744,,7,1,MO,,468.43750000,,,,,5.000,5.000,,,,,,,,30,,2,,,03/09/2009
FR,1916521,,,KNIC421,,5,1,FB,,160.23000000,,,,,75.000,75.000,,,,,,,,1,,1,,,08/23/2002
FR,2490148,,,WPXB546,,1,1,FB2,,155.53500000,,,,,50.000,100.000,,,,,,,,1,,1,,,02/26/2003
FR,2490148,,,WPXB546,,2,1,MO,,155.53500000,,,,,50.000,50.000,,,,,,,,100,,2,,,02/26/2003
FR,2490148,,,WPXB546,,2,1,MO,,154.84500000,,,,,50.000,50.000,,,,,,,,100,,1,,,02/26/2003
FR,2490148,,,WPXB546,,3,1,MO,,154.84500000,,,,,5.000,5.000,,,,,,,,100,,1,,,02/26/2003
FR,2490148,,,WPXB546,,3,1,MO,,155.53500000,,,,,5.000,5.000,,,,,,,,100,,2,,,02/26/2003
FR,2529739,,,WPXZ469,,1,1,FA,LL,130.22500000,,,,,10.000,,,,,,,,,,,1,,,07/07/2003
FR,1238872,,,WZX569,,3,1,MO,,153.98000000,,,,,5.000,5.000,,,,,,,,100,,1,,,09/20/2004
FR,1238872,,,WZX569,,3,1,MO,,159.31500000,,,,,5.000,5.000,,,,,,,,100,,2,,,09/20/2004
FR,1238872,,,WZX569,,3,1,MO,,159.20250000,,,,,5.000,5.000,,,,,,,,100,,3,,,09/23/2021
FR,2670505,,,WQBN767,,1,1,FB,,161.05500000,,,,,5.000,5.000,,,,,,,,1,,2,,,11/15/2004
FR,2670505,,,WQBN767,,1,1,FB,,160.80000000,,,,,5.000,5.000,,,,,,,,1,,1,,,11/15/2004
FR,2670505,,,WQBN767,,2,1,FB,,160.80000000,,,,,5.000,5.000,,,,,,,,1,,1,,,11/15/2004
FR,2670505,,,WQBN767,,2,1,FB,,161.05500000,,,,,5.000,5.000,,,,,,,,1,,2,,,11/15/2004
FR,2670505,,,WQBN767,,6,1,FB,,160.98000000,,,,,5.000,5.000,,,,,,,,1,,1,,,11/15/2004
FR,2670505,,,WQBN767,,6,1,FB,,161.05500000,,,,,5.000,5.000,,,,,,,,1,,2,,,11/15/2004
FR,2670505,,,WQBN767,,3,1,FB,,161.05500000,,,,,5.000,5.000,,,,,,,,1,,2,,,11/15/2004
FR,2670505,,,WQBN767,,3,1,FB,,161.07000000,,,,,5.000,5.000,,,,,,,,1,,1,,,11/15/2004
FR,2670505,,,WQBN767,,4,1,FB,,161.07000000,,,,,5.000,5.000,,,,,,,,1,,1,,,11/15/2004
FR,2670505,,,WQBN767,,4,1,FB,,161.05500000,,,,,5.000,5.000,,,,,,,,1,,2,,,11/15/2004
FR,2670505,,,WQBN767,,5,1,FB,,160.98000000,,,,,5.000,5.000,,,,,,,,1,,1,,,11/15/2004
FR,2670505,,,WQBN767,,5,1,FB,,161.05500000,,,,,5.000,5.000,,,,,,,,1,,2,,,11/15/2004
FR,1915810,,,KIW419,,2,1,FB,,160.95000000,,,,,50.000,150.000,,,,,,,,1,,2,,,02/01/2005
FR,1915810,,,KIW419,,3,1,FB,,161.07000000,,,,,50.000,150.000,,,,,,,,1,,2,,,02/01/2005
FR,1915810,,,KIW419,,3,1,FB,,160.95000000,,,,,50.000,150.000,,,,,,,,1,,3,,,02/08/2017
FR,1915810,,,KIW419,,3,1,FB,,160.98000000,,,,,50.000,150.000,,,,,,,,1,,4,,,02/08/2017
FR,2737829,,,WQDD826,,1,1,FB,,151.13750000,,,,,100.000,80.000,,,,,,,,2,,1,,,08/02/2005
FR,2737829,,,WQDD826,,1,1,FB,,154.45250000,,,,,100.000,80.000,,,,,,,,2,,2,,,08/02/2005
FR,2737829,,,WQDD826,,1,1,FB,,155.75250000,,,,,100.000,80.000,,,,,,,,2,,3,,,08/02/2005
FR,2737829,,,WQDD826,,1,1,FB,,158.73750000,,,,,100.000,80.000,,,,,,,,2,,4,,,08/02/2005
FR,2737829,,,WQDD826,,1,1,FB,,159.47250000,,,,,100.000,80.000,,,,,,,,2,,5,,,08/02/2005
FR,2737829,,,WQDD826,,1,2,FB,,453.21250000,,,,,100.000,80.000,,,,,,,,2,,1,,,08/02/2005
FR,2737829,,,WQDD826,,1,2,FB,,453.46250000,,,,,100.000,80.000,,,,,,,,2,,2,,,08/02/2005
FR,2737829,,,WQDD826,,1,2,FB,,453.71250000,,,,,100.000,80.000,,,,,,,,2,,3,,,08/02/2005
FR,2737829,,,WQDD826,,1,2,FB,,453.86250000,,,,,100.000,80.000,,,,,,,,2,,4,,,08/02/2005
FR,1940989,,,WPRT744,,8,1,FB2,,151.64750000,,,,,100.000,42.000,,,,,,,,1,,1,,,10/27/2005
FR,1940989,,,WPRT744,,9,1,FB2,,151.96250000,,,,,100.000,61.000,,,,,,,,1,,1,,,10/27/2005
FR,1940989,,,WPRT744,,10,1,FB2,,151.54250000,,,,,100.000,180.000,,,,,,,,1,,1,,,10/27/2005
FR,1940989,,,WPRT744,,11,1,MO,,158.34750000,,,,,50.000,50.000,,,,,,,,100,,1,,,10/27/2005
FR,1940989,,,WPRT744,,12,1,MO,,159.57750000,,,,,50.000,50.000,,,,,,,,100,,1,,,10/27/2005
FR,1940989,,,WPRT744,,13,1,MO,,159.78750000,,,,,50.000,50.000,,,,,,,,100,,1,,,10/27/2005
FR,1915810,,,KIW419,,1,2,FB,,161.56500000,,,,,40.000,60.000,,,,,,,,1,,1,,,11/15/2005
FR,1915810,,,KIW419,,4,1,FB,,160.48500000,,,,,25.000,45.000,,,,,,,,1,,8,,,02/08/2017
FR,1915810,,,KIW419,,4,1,FB,,161.10000000,,,,,25.000,45.000,,,,,,,,1,,9,,,02/08/2017
FR,1915810,,,KIW419,,4,2,FB,,161.56500000,,,,,25.000,45.000,,,,,,,,1,,1,,,11/15/2005
FR,1915810,,,KIW419,,5,1,MO,,160.24500000,,,,,50.000,50.000,,,,,,,,50,,2,,,01/17/2013
FR,1915810,,,KIW419,,5,1,MO,,160.95000000,,,,,50.000,50.000,,,,,,,,50,,1,,,11/15/2005
FR,1915810,,,KIW419,,5,1,MO,,160.48500000,,,,,50.000,50.000,,,,,,,,50,,3,,,02/08/2017
FR,1915810,,,KIW419,,5,1,MO,,161.10000000,,,,,50.000,50.000,,,,,,,,50,,5,,,02/08/2017
FR,2915843,,,WQGZ447,,1,1,FB2,,453.21250000,,,,,100.000,116.800,,,,,,,,1,,1,,,06/01/2007
FR,2915843,,,WQGZ447,,1,1,FB2,,453.86250000,,,,,100.000,116.800,,,,,,,,1,,2,,,06/01/2007
